label,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,dim100,dim101,dim102,dim103,dim104,dim105,dim106,dim107,dim108,dim109,dim110,dim111,dim112,dim113,dim114,dim115,dim116,dim117,dim118,dim119,dim120,dim121,dim122,dim123,dim124,dim125,dim126,dim127
1,21.966942,-49.86031,2.1334248,-0.26382932,0.09762746,-0.047982093,0.009844964,-0.0011370282,0.0008594081,9.274532e-06,-0.00012627692,1.39042895e-05,-1.8434572e-05,-5.194195e-06,1.0162637e-05,2.1355497e-07,3.311541e-06,-4.4263948e-06,8.9303967e-07,9.718743e-06,2.1975287e-05,5.638311e-06,-4.8835195e-06,3.5760224e-06,-1.3205575e-06,1.1275923e-06,5.101058e-07,6.1683963e-06,-2.4902502e-06,5.891229e-06,-1.1912282e-06,2.686403e-06,6.224729e-07,-1.8813617e-07,4.7922963e-06,6.2706e-06,-2.1998826e-06,1.1027636e-06,-3.8579137e-06,1.8310368e-06,-1.8982548e-06,1.3619918e-07,6.0691804e-07,5.592602e-06,3.9893016e-06,4.454042e-06,-4.3015234e-06,-3.3397764e-06,-4.936121e-06,-1.173562e-06,3.7482218e-06,7.347993e-06,2.7026774e-06,6.0390294e-06,2.578346e-06,-2.8385846e-06,-1.1725799e-06,-2.0952218e-06,-3.6739297e-07,6.082998e-08,-2.7161327e-06,-3.1515767e-06,-5.411302e-06,4.429952e-07,1.5601794e-06,2.3825162e-06,9.681764e-07,-4.8284386e-07,-7.2363474e-07,-9.201375e-07,-9.079294e-07,-2.1768435e-07,2.6848822e-06,-2.0721407e-06,3.4767464e-07,1.0882333e-06,-1.2163674e-06,-6.719958e-07,1.3057507e-06,1.7443197e-06,3.1642296e-06,-6.829201e-07,9.2579404e-07,-4.2448414e-06,-4.3913396e-06,-3.4241864e-06,3.6033116e-06,7.011346e-07,-8.196697e-07,1.6762168e-06,-3.2073312e-06,-1.9376268e-06,-6.016259e-07,2.0745283e-06,-5.524681e-07,-9.2312507e-07,-7.9582826e-08,-1.9293107e-06,1.1849771e-06,-1.7269672e-06,-3.0293947e-06,-9.770811e-07,1.5936763e-06,1.7099704e-06,-8.6145195e-07,-1.8923433e-06,-2.9665252e-06,-3.5253925e-06,-1.3962012e-06,7.2492315e-07,-1.4272591e-06,-3.5489364e-07,2.0844159e-07,-2.2828037e-06,1.031861e-06,-1.5290773e-06,-1.7872709e-06,-6.548677e-07,-3.785626e-07,-5.667347e-07,4.4284925e-06,-1.17768494e-07,-1.3338839e-06,-2.1718337e-07,-1.5921339e-06,2.6993575e-06,2.7184997e-06,2.5950652e-07
1,63.60058,-3.3293095,0.07129496,-0.16131845,0.014262732,-0.028149182,-0.0059555587,0.0039186995,0.0004790218,4.99396e-05,-3.1609383e-05,-4.7185866e-05,2.0465575e-05,7.9335155e-07,4.63931e-06,1.9568902e-06,-2.557846e-06,-2.8658405e-06,9.254168e-08,-2.451276e-06,-2.7700162e-05,-1.0013398e-05,-3.5829062e-06,1.1006205e-06,-5.416205e-07,1.0918873e-06,-8.734023e-07,3.2085673e-06,-5.9972417e-06,1.5794742e-06,1.5623847e-06,-4.3793554e-07,7.684613e-06,-9.139962e-08,-5.5653794e-07,-3.3102526e-06,-5.09663e-06,4.385918e-06,8.085256e-06,4.215449e-06,-2.2067848e-06,3.32851e-07,-4.8245242e-06,-5.9329914e-06,-4.0634313e-06,3.89151e-07,-1.0667511e-06,-3.038813e-07,2.352894e-06,4.8105167e-06,2.5219854e-06,1.6653776e-06,-5.273917e-07,-2.8535292e-06,-6.617148e-07,2.6156147e-06,-7.5320924e-07,-7.8735405e-07,7.551607e-07,-3.5291548e-06,3.0365209e-06,-2.122625e-06,-1.4568873e-06,7.609262e-07,-3.2047157e-07,-2.7522992e-06,1.259275e-07,3.780013e-07,1.3482053e-08,-2.575432e-06,1.2813084e-06,-9.645842e-07,-7.962727e-07,-4.751608e-09,-7.2819114e-07,-4.0683597e-07,-2.1465348e-06,4.307782e-07,1.6331995e-07,2.04269e-06,1.6102221e-06,1.1317267e-06,-3.9419132e-07,-1.479543e-06,-2.1377474e-07,3.7722864e-07,5.7931567e-07,1.6622422e-06,-2.766476e-07,4.0806944e-07,-5.3765734e-07,8.318715e-07,-3.561725e-07,-9.411464e-07,1.0738336e-06,-6.4213896e-07,1.5533571e-07,6.663189e-07,1.5574379e-06,6.6859167e-07,4.0734864e-07,-7.956034e-07,2.0704873e-07,1.3245758e-06,6.7095975e-08,1.4927926e-06,3.1217706e-07,-2.183984e-07,-1.5678421e-06,4.3676872e-07,1.9752022e-07,-1.132395e-06,1.2408038e-06,6.053313e-07,-2.1827577e-07,-4.411198e-07,-6.842872e-08,1.5538395e-06,1.2405505e-06,6.0767513e-07,-5.993833e-08,2.0311045e-06,4.586452e-07,-1.652746e-06,-1.0648927e-06,7.6218384e-07,8.661074e-07,-3.6392558e-07
1,46.613186,-7.225775,-1.1384108,-0.809224,0.16741636,-0.03690458,0.0122469915,0.00035826393,0.00043065494,-0.00010667173,-3.5011857e-05,-4.7537203e-05,2.4610305e-05,6.4837805e-06,-1.3479426e-05,-2.7540225e-06,3.1552486e-06,-2.8790023e-06,-5.869689e-06,-2.124978e-05,5.091941e-06,-3.966758e-06,2.1197636e-06,-2.6073517e-06,-1.4030452e-06,7.349168e-07,4.135482e-06,-7.5254466e-06,-4.6620594e-06,-6.1164187e-06,3.2281423e-07,-1.9988626e-07,-4.0441847e-07,6.7871645e-07,-5.2258392e-06,-2.7549513e-06,4.590715e-06,7.385922e-07,-7.947716e-08,-7.5358166e-06,8.632989e-07,4.0454643e-06,-2.8228446e-06,3.894027e-06,2.5283389e-06,5.2167593e-06,-6.8013987e-06,1.8221759e-06,-3.1863963e-06,-9.61826e-07,4.4015468e-07,6.184728e-07,-3.943814e-06,-8.047833e-06,-2.644928e-06,-1.9246559e-06,-4.660092e-06,-3.521975e-06,4.332438e-06,-1.385852e-07,2.8741124e-06,-5.107924e-07,1.826318e-07,-2.0174152e-06,-3.7781626e-06,-2.955269e-06,-5.0098214e-07,-1.4521808e-06,-6.4294227e-07,6.012063e-06,-4.838062e-06,1.4881792e-06,-1.5062801e-06,1.6701013e-06,-2.0654761e-07,1.5227938e-06,-3.3288106e-06,1.0314793e-06,-2.767513e-07,-9.2652823e-07,-2.2348748e-07,3.228349e-07,-2.8074464e-07,1.0248185e-06,5.1498955e-07,5.387357e-07,3.5101792e-07,-1.8640245e-06,1.5964205e-06,-1.18459e-06,-9.551245e-07,4.462676e-07,-4.7614927e-07,1.6790663e-06,-9.066616e-07,-4.485904e-07,6.5373814e-07,1.268214e-06,-2.3830864e-06,-2.3934049e-06,1.5017501e-06,9.101043e-07,2.9459895e-06,3.2625212e-06,3.178218e-07,-2.4693659e-06,-2.347498e-06,-6.662204e-07,-2.9556745e-07,-2.8447705e-06,1.6301228e-06,1.2290903e-06,1.26647e-06,-8.326391e-07,-9.820435e-07,1.1394347e-06,-1.4413341e-07,7.5140645e-07,7.9910484e-07,-4.528242e-07,1.9345919e-07,-4.1871488e-08,-1.2562442e-07,1.927133e-06,6.8002583e-07,-1.2577339e-06,-1.3291643e-06,9.306957e-07
1,82.23524,5.7534094,-4.6369386,0.3877633,0.05014453,-0.013999943,0.004274042,6.406258e-05,2.765142e-05,2.5980058e-05,-2.6764668e-05,-4.894159e-05,-6.23249e-06,2.2970562e-07,1.4043025e-05,1.0943389e-05,3.383203e-06,2.391479e-06,1.7701336e-06,1.32765945e-05,2.2571214e-06,-3.3090769e-06,9.615434e-07,1.6149851e-06,2.3263187e-06,-8.081626e-08,7.690009e-06,1.5384057e-06,2.1458573e-06,6.0390107e-06,4.5027987e-06,7.819792e-06,-2.7901506e-06,2.708281e-06,2.1470024e-07,1.0046617e-05,-4.1469584e-06,4.2742513e-06,7.322613e-06,4.5554007e-06,-3.0952302e-07,8.694308e-06,3.7467398e-06,2.2943536e-06,-3.0718252e-06,-1.9846714e-06,3.421003e-06,1.453502e-06,-1.4801443e-06,-1.5706551e-06,-2.7419858e-06,-2.3090765e-06,-3.8933146e-07,-1.6833595e-06,-5.6566046e-07,1.2949815e-06,-9.1512464e-07,9.129955e-07,1.4265376e-06,7.951128e-07,-1.0733231e-06,1.6205856e-06,4.012895e-06,1.327216e-06,5.4095915e-07,2.0582015e-06,2.8109973e-06,2.3466832e-06,1.3146275e-06,-9.742736e-08,-2.9819944e-06,-1.2801627e-06,-8.2077094e-07,-8.399553e-07,-4.054608e-06,-4.4537464e-06,1.3004427e-06,2.9806515e-07,-8.1568e-07,-1.6294902e-06,-5.0094677e-06,-3.5389039e-07,-1.675784e-06,5.06169e-06,2.1353203e-06,3.1598438e-06,-3.1918173e-06,-1.2571749e-06,2.3834284e-06,-5.9268376e-07,-7.8443003e-07,1.6485246e-06,2.8116272e-06,-2.9332552e-06,6.5807023e-07,3.2346352e-07,-1.7156091e-06,-5.086808e-07,-5.022684e-07,-2.5442296e-06,-8.72475e-07,3.164983e-06,-3.525663e-07,8.4196336e-07,3.6684528e-07,1.920291e-06,1.5205077e-06,2.698444e-06,-3.640651e-07,-6.2857976e-07,-5.946848e-07,-2.668052e-06,-1.207478e-06,7.9839106e-07,-2.1688227e-07,5.704327e-07,2.6108019e-06,-1.3248704e-06,6.0605436e-07,2.7354844e-07,-2.0473071e-06,6.683258e-07,8.999406e-07,2.3151451e-06,1.3290051e-07,-2.5177205e-06,1.6823572e-07,-5.703503e-07
1,68.79002,3.7231753,-2.0615482,0.02108781,-0.049965303,0.014229389,0.0015954989,-0.00059787394,0.00023722588,1.6176687e-05,-6.716344e-05,-2.8546143e-05,2.3501466e-06,-4.7944177e-06,-5.086155e-07,1.1260275e-05,-5.2802156e-06,3.812243e-06,1.6981356e-06,4.493309e-06,-7.733659e-07,3.4732744e-07,-1.5195629e-07,-4.378218e-07,1.2730825e-06,-9.779313e-07,-1.3426608e-05,-1.548086e-05,2.0309233e-06,-2.2758559e-06,2.3024359e-06,2.4291255e-06,-1.1437038e-06,-1.923005e-06,4.382129e-06,7.541871e-06,-2.0226921e-06,5.6718587e-08,-5.1060474e-06,1.372639e-08,-4.846454e-06,-5.3605363e-06,-5.294972e-06,-2.1088135e-06,-2.0710193e-06,-2.4617802e-06,1.2000447e-06,-1.9051903e-06,-5.5634887e-06,1.6800554e-06,-1.7948026e-06,-1.4623594e-06,1.0231994e-06,7.755941e-07,1.4525242e-06,-8.446279e-07,-1.624252e-06,-6.5330724e-08,-1.937784e-06,-4.260425e-06,-3.9139724e-07,1.8236288e-06,4.0988907e-06,-6.0927655e-06,-9.141378e-07,7.058169e-07,1.4917457e-06,3.7203642e-07,-2.1756393e-06,-1.556494e-06,1.7197367e-06,4.1342564e-06,4.1731328e-06,8.6443623e-07,-4.219848e-07,-1.8262454e-06,-1.9701606e-06,-1.2084319e-06,-1.3404637e-06,-2.9274845e-06,-4.528084e-06,-1.5091476e-06,2.3104058e-06,-1.6098974e-06,-2.6787652e-06,-2.232451e-06,1.6836865e-06,-1.7841932e-06,-1.8340731e-06,1.6884486e-06,-9.3920517e-07,-6.2156084e-07,3.282301e-06,-2.6393807e-06,9.738139e-07,-1.3790553e-07,-1.5546067e-06,-1.4494485e-06,1.842113e-06,1.3589776e-06,1.3757196e-06,6.4959505e-07,8.9678696e-07,4.271401e-06,-1.7997725e-06,1.5463947e-06,-2.1447302e-07,-1.5845222e-06,9.126646e-07,-2.1480337e-06,-1.1629783e-06,-4.004267e-06,2.4232374e-06,-1.6311363e-06,-1.1981974e-06,-1.5057751e-06,-4.716339e-07,-1.06712115e-08,2.7854062e-06,1.5032172e-06,1.1817934e-06,3.7005137e-07,2.8003253e-06,4.6169765e-07,-3.5579765e-07,1.4924413e-07,2.5918287e-06,-2.0763744e-07
0,-51.009766,15.015756,-0.27808496,-0.026584588,0.03711859,-0.0012190166,-0.0025630323,-0.00017762215,-0.00030368177,4.5380217e-05,-2.8643251e-05,-5.0368446e-05,-6.228559e-06,3.6489043e-06,7.4106138e-06,9.563087e-06,-3.0950862e-06,-3.1414027e-06,-1.5558235e-06,-3.287172e-06,-7.078843e-06,-4.880544e-06,1.4879772e-06,-1.7140933e-06,3.95544e-06,-2.5533352e-06,4.0702145e-07,1.5729283e-06,1.761458e-06,-1.023269e-06,-8.1783077e-07,-1.7111329e-06,-2.5536715e-06,8.0393204e-07,-5.4881107e-06,1.957915e-06,-5.0845424e-06,-2.0601424e-06,-7.698528e-07,8.806447e-07,3.0810642e-07,-1.7664506e-07,5.493668e-06,1.9909721e-06,1.0028572e-06,-5.0591393e-06,-2.283163e-06,-2.2111706e-06,1.2660389e-06,-1.2370056e-06,-3.328214e-06,4.9580167e-06,3.3735585e-06,-4.5012684e-06,-2.0065618e-06,-1.6539789e-06,2.8204004e-06,-2.9629632e-06,-7.5212745e-07,-1.7477712e-06,-3.2340745e-06,-1.3847689e-06,4.1102126e-07,3.718879e-06,1.4961136e-06,-3.2190649e-06,5.0333156e-06,-1.493386e-06,-8.370096e-07,-3.8925638e-08,1.7053922e-06,-1.088666e-06,-5.7404304e-07,1.9940635e-06,-4.7332455e-07,-3.2233166e-07,-5.0333224e-06,-8.7550166e-07,5.641157e-07,-1.4052471e-06,1.0130151e-06,-2.9756502e-06,-1.8828162e-06,-4.1607504e-06,2.2817346e-06,-1.037609e-07,-1.9740493e-07,-2.0685863e-07,-3.1974125e-06,-6.988693e-07,-9.603317e-07,-2.6047524e-06,-8.3050463e-07,2.0145046e-06,-1.4577979e-06,-8.444002e-08,-1.4689041e-06,-4.0045275e-06,-1.592479e-06,2.0405919e-06,3.539736e-07,1.6372113e-06,4.67922e-06,1.691246e-06,4.271236e-07,-1.443496e-06,3.775349e-06,1.1844722e-06,8.1039354e-07,-3.7063267e-06,-2.8865716e-06,2.0541966e-06,2.5003062e-06,1.0405853e-06,-3.4487493e-06,-1.4254122e-06,-1.7041241e-06,-9.215141e-07,1.5134342e-06,-5.5678743e-06,4.739967e-06,-9.4688977e-07,-3.5035152e-06,6.9162093e-06,-1.6149847e-06,5.886409e-06,1.2784462e-06,3.9946603e-06
1,-24.138025,-12.56194,-0.21356067,0.43433905,-0.043127827,-0.019341726,-0.0041075884,0.0033612624,0.0001298276,9.1785776e-05,-2.9325678e-05,-5.0718798e-05,6.478288e-06,-8.405011e-06,1.7911077e-06,6.6287703e-06,-2.9859586e-06,1.515518e-06,2.5616072e-07,-1.8182415e-06,3.3473597e-07,-3.0531075e-06,1.1522725e-06,-3.0503297e-06,-2.4929805e-06,-3.1427965e-06,1.468118e-06,2.3511224e-09,-7.4674267e-07,5.076192e-07,-1.2395061e-06,1.8485763e-06,8.109279e-07,3.1946982e-07,5.891982e-07,-4.3014745e-07,1.5690867e-06,-2.3894341e-07,1.0130543e-06,-7.25553e-07,-1.3696165e-06,-3.941534e-06,4.0445707e-06,-2.5615975e-06,5.713952e-08,-4.6469412e-07,1.0250182e-06,-6.9147404e-07,-1.0674626e-06,-8.916277e-07,6.0098915e-07,3.4815194e-08,-8.777464e-07,8.6366737e-07,7.3263146e-07,7.7796e-07,-2.2164415e-06,2.274347e-06,7.1379344e-07,7.865872e-07,3.3051907e-07,6.518003e-07,-2.2055347e-06,-1.6742052e-06,9.0249836e-07,-6.52646e-07,-1.8917282e-06,-1.0957232e-06,-5.046997e-07,-9.636893e-07,-1.6410958e-06,7.562662e-07,-7.325616e-07,2.1570354e-06,-6.8141976e-06,4.6398195e-06,1.3372728e-06,1.2483645e-06,-2.7889284e-06,-2.357832e-06,1.4916153e-06,9.60434e-07,1.369023e-06,2.497447e-06,-6.9836833e-06,2.266385e-06,-7.117165e-07,2.187775e-06,-1.4194315e-07,1.4087198e-06,1.8032604e-06,-3.982144e-06,1.991963e-06,2.8568238e-07,1.2896666e-06,4.9164987e-06,-7.380999e-07,3.5293124e-06,-1.9223764e-06,-2.6780986e-06,-2.9433559e-06,4.7490976e-06,-6.8754423e-07,2.3915986e-06,5.712685e-06,2.941151e-06,-1.3507428e-06,-1.451087e-07,-1.7494148e-06,-2.064345e-07,-1.6774707e-06,6.4064636e-07,-2.4779122e-06,1.4992771e-06,-2.5248173e-06,3.030839e-06,9.497145e-07,-1.2028893e-07,-4.2782176e-06,-4.0259283e-06,3.4010268e-06,3.8788943e-07,6.670038e-06,-2.015284e-06,2.5088382e-06,1.1813563e-06,1.6450258e-07,4.615211e-06
0,-72.1481,-21.721157,-0.7619696,0.18245092,-0.059520286,0.014232446,0.0077869934,-0.0008138986,0.00030622253,-5.086122e-05,-5.7913334e-05,-3.4080156e-05,4.9251985e-06,1.5652103e-06,-2.5787074e-06,-8.0548e-06,6.1704263e-06,-5.882836e-07,-1.3090058e-06,-3.3709175e-06,3.1348907e-06,-1.9562144e-06,1.9412161e-07,-5.8141686e-06,9.983614e-07,1.6460749e-06,-1.357165e-06,-2.2315178e-06,1.4538894e-06,1.1418518e-06,5.8341968e-08,-8.5581894e-07,3.3168055e-07,1.4412699e-06,2.241702e-06,6.931744e-07,1.139026e-06,-2.6730381e-06,1.6433522e-06,1.0315432e-06,-5.528155e-07,1.6528089e-06,-2.0362702e-06,5.2811295e-08,-3.1388822e-06,-2.0906093e-06,-4.5200315e-07,1.1311415e-06,1.1985577e-06,-1.9474128e-06,-2.5196198e-06,-3.1444702e-06,-2.1841327e-06,1.9966187e-06,3.9663946e-06,2.5984248e-06,-3.3752797e-06,-2.1852252e-06,-1.4568703e-07,-6.017542e-06,1.7916916e-06,-5.2734265e-07,-2.810633e-06,2.4905287e-06,9.468182e-07,-3.9449774e-06,2.065724e-06,2.4976252e-06,5.6973124e-07,-5.2792675e-06,-2.8296295e-06,-2.1806534e-06,-6.154991e-06,-2.8264508e-06,2.9503913e-06,1.5365389e-06,1.5566452e-07,-1.1142274e-06,1.4517221e-06,1.1610352e-06,-3.6967535e-06,1.5305748e-07,-4.4426083e-06,4.311288e-07,1.5740324e-06,3.3255867e-07,2.4401804e-06,-1.2291554e-06,-1.9332952e-06,-2.3074539e-07,-1.0703343e-06,-1.4176215e-06,4.3095188e-08,5.878349e-06,1.8172763e-06,3.1831776e-06,3.3200793e-06,-2.2955971e-06,-3.1131806e-06,5.2082255e-06,-2.6311898e-06,2.8376676e-06,4.694993e-06,-2.8902505e-07,-6.55233e-06,2.3942653e-07,9.838457e-07,-1.3280695e-06,-2.998501e-06,-5.4566312e-06,1.607519e-06,-3.2234589e-06,-1.3121972e-06,2.8507131e-06,-1.6872394e-06,-4.5267925e-06,1.668823e-06,-5.251526e-08,-2.6934308e-07,1.4554361e-07,-3.3164642e-06,-3.9174215e-06,3.8538215e-06,2.7959186e-06,1.1641692e-06,-1.6795633e-06,-3.771293e-06,5.751814e-06
1,-10.458245,2.386681,-1.1003274,-0.24555302,0.08978856,-0.018336553,0.005410837,0.00029021606,0.0003191758,-5.914464e-05,-2.6716374e-05,-5.3418546e-05,1.0656938e-05,-1.1425745e-06,7.2445573e-07,4.1653475e-06,-7.1845456e-08,-9.1795573e-07,-1.561188e-06,-2.691125e-07,1.8986642e-06,-1.5825877e-06,8.836363e-07,1.9923979e-08,5.29143e-07,-4.1909442e-07,-2.3561427e-06,-6.5925815e-07,-2.081884e-07,4.1415922e-07,9.739409e-07,2.460609e-07,1.8570495e-06,-1.8166426e-07,-9.478216e-08,9.1581023e-07,-1.1716554e-06,-5.0785496e-07,4.4472768e-07,1.9996532e-08,1.3490654e-06,-2.0431253e-07,-2.9824992e-07,1.7539103e-06,-1.8203573e-06,2.3244736e-07,5.720911e-07,1.0409617e-07,1.5472084e-06,-1.6175985e-06,-2.2580455e-06,2.3509403e-06,2.1947897e-06,1.5485342e-06,4.2829086e-07,2.1312172e-07,-6.1001265e-07,1.5284094e-06,-6.7922144e-07,2.4108504e-06,3.376839e-06,4.3169166e-06,-4.4967487e-06,-6.2674467e-06,3.4258894e-06,-3.1545483e-08,2.6824796e-07,-8.7296166e-07,1.3749735e-06,-2.3784958e-06,-1.9049679e-06,-2.2693915e-07,1.6077013e-06,1.8846015e-07,-3.787911e-07,1.985963e-07,-6.053731e-07,-1.4008655e-06,-1.7981507e-06,3.3275383e-06,-8.472883e-07,-4.7970275e-07,1.0677958e-06,9.153938e-07,4.957581e-07,6.6223936e-07,-2.6229252e-06,3.6861154e-06,1.3490053e-06,2.9799817e-06,1.6578886e-06,-3.134473e-06,5.4790377e-08,1.428381e-06,4.774393e-07,-3.8721288e-07,-4.446795e-06,4.014688e-06,1.0757238e-06,2.8421364e-06,-2.2326708e-06,1.4286682e-06,-1.083199e-06,2.6390737e-07,2.0198845e-06,-2.6642933e-06,5.6475524e-06,-2.000678e-06,1.0822281e-06,1.6516912e-06,5.804602e-07,1.3779517e-06,1.6242279e-06,3.5345279e-06,-1.5033507e-06,3.1839968e-06,-2.641357e-06,-1.4528878e-06,-1.4280829e-06,-5.8345504e-06,-7.0333213e-06,4.8496946e-07,-2.377636e-07,-4.6818877e-06,4.146696e-06,1.263593e-06,-5.8801805e-07,2.4869478e-06
0,-32.514248,5.8888535,1.2285204,0.27346176,-0.051607687,-0.017337536,-0.006617607,0.0032617692,5.571127e-05,0.00012381763,-3.0441635e-05,-5.0471608e-05,7.3179453e-06,-1.0426593e-05,-1.3638457e-06,4.11643e-06,3.6583936e-06,8.246818e-06,-3.234967e-06,-4.4652597e-06,-1.2325075e-06,2.5887243e-06,-1.3919463e-06,3.4738156e-07,-1.2644081e-06,4.871563e-07,-1.5248087e-06,1.8688477e-06,2.8829388e-06,3.1691292e-07,-1.1932737e-07,-3.4673755e-07,-1.35253e-06,1.7943057e-06,1.3369468e-06,-3.6988985e-07,2.2785644e-06,-3.229946e-06,2.0764644e-06,-1.1326483e-06,-1.8522674e-06,-2.7184299e-06,-8.2282713e-07,2.336105e-06,-3.3623085e-06,3.882995e-06,2.8811212e-06,1.7668541e-06,-9.588298e-07,1.9035467e-07,5.8980896e-07,-5.168724e-07,1.6651455e-06,-1.592243e-08,-5.8702938e-08,-1.208718e-06,1.709265e-06,-5.351414e-07,3.172924e-06,-8.149344e-08,7.10558e-08,-3.643449e-07,-1.8582354e-06,1.3161153e-06,-1.1679398e-06,-1.4528499e-06,2.5667336e-07,-3.0084445e-06,3.763859e-06,-1.1792993e-06,-2.7388032e-06,-1.6057894e-06,-9.46074e-07,-4.1348712e-06,3.2715582e-06,3.3550355e-06,6.169429e-07,-2.2230226e-06,-4.5604284e-06,-5.017576e-06,2.3435662e-06,7.908542e-08,3.4725247e-07,1.502616e-06,-2.6052945e-07,-6.7490396e-07,-1.6854798e-06,2.2194274e-06,-6.7324885e-07,-1.0761274e-06,7.7014266e-07,-9.74836e-07,1.488671e-07,-1.1335244e-06,2.0646019e-06,1.6503772e-06,-1.7959878e-06,1.7972034e-06,9.739674e-07,-3.2748765e-06,4.4586488e-07,1.4169415e-06,-6.865569e-07,-2.468358e-06,-4.0697446e-06,2.0290431e-06,1.4468842e-06,-6.6936724e-07,-3.6884371e-06,-4.5356165e-07,6.3570445e-07,-1.211055e-06,-3.9933028e-07,-9.21559e-07,-7.338068e-07,1.8152025e-06,-2.8915035e-06,4.3470695e-06,4.082163e-06,1.2732906e-06,-3.9095647e-09,2.8102718e-06,-3.1884593e-07,2.009058e-06,-2.1202056e-06,-2.2135362e-06,2.2280126e-06,-1.655808e-06
0,-34.144733,4.8019724,-0.41363344,-0.23963344,0.053534124,0.0077004777,-0.009956965,2.3553615e-05,-0.0005508228,5.091711e-05,-3.0371195e-05,-4.822019e-05,-5.875728e-06,-3.5212375e-07,5.178097e-06,-3.4273687e-06,-8.6068326e-07,5.3047086e-07,-1.6264084e-06,1.198186e-06,1.8580946e-06,4.07473e-07,1.9635256e-06,-3.156032e-06,-4.009214e-06,-2.6927341e-07,-8.4533457e-07,3.8704545e-07,-1.3165738e-06,-1.6749048e-07,-9.538893e-07,1.5298897e-06,-1.0325097e-06,6.52952e-07,3.1408713e-06,-1.2316072e-07,1.5959442e-07,-1.8648376e-06,2.37072e-06,7.647338e-07,-4.988587e-07,-1.6952113e-06,1.4937848e-06,8.645462e-08,-2.8893312e-06,1.4525181e-06,-9.63411e-07,8.519811e-07,-1.2888759e-07,5.2074995e-07,-2.0711886e-08,-2.1512281e-07,3.0222059e-06,2.8962177e-07,-1.4821222e-06,-2.8688473e-07,-2.8808586e-06,3.5706685e-06,1.2591684e-06,-1.843608e-06,-1.4385561e-06,1.3074125e-06,-1.7073695e-06,-9.6108586e-08,7.240753e-07,4.962152e-07,2.8642535e-07,-1.4544248e-06,-7.6937164e-07,1.3788307e-06,-2.7531917e-07,-1.4994606e-07,-4.9800735e-07,-2.1460003e-06,-2.2135418e-06,-2.6200365e-07,-5.8132235e-07,2.6938906e-07,-6.7828086e-07,6.2297084e-07,1.0200064e-06,2.2807226e-06,1.2892734e-06,4.919463e-06,1.7379133e-06,2.3056323e-06,7.661431e-07,-1.1627526e-06,-5.93113e-07,7.805477e-07,-7.000611e-07,-2.1826304e-06,4.8348846e-07,-3.6326087e-06,-5.5963296e-06,-4.026838e-06,-5.335012e-07,-4.3998143e-06,7.2402863e-06,-5.335483e-06,6.62009e-06,-5.9612867e-06,1.6941306e-07,-8.740048e-07,2.508704e-06,2.4769026e-06,7.3040025e-07,-3.845516e-06,3.8890292e-07,-1.2019823e-06,-2.9241182e-06,3.7847128e-06,1.8183382e-06,2.171583e-06,4.2201345e-06,-4.260921e-06,3.1341156e-06,2.1507867e-06,2.3439993e-06,-2.347756e-06,-1.5081062e-06,-9.625613e-07,-1.4861413e-06,-3.007288e-07,-5.250323e-06,-1.0129196e-05,3.1138572e-06,5.9200597e-06
